Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
A;45846;USD;2016;FY;2016-10-31;2016-12-20;2018-12-20;326000000;329000000;462000000;246000000;115000000;-30000000;-33000000;-7000000;-15000000;25000000;793000000;-139000000;1000000;-261000000;-238000000;-150000000;262000000;-372000000;-268000000;286000000
A;45846;USD;2017;FY;2017-10-31;2017-12-21;2018-12-20;322000000;326000000;684000000;212000000;193000000;-200000000;-81000000;-61000000;2000000;-60000000;889000000;-176000000;0;-126000000;-305000000;-170000000;110000000;-128000000;-202000000;389000000
A;45846;USD;2018;FY;2018-10-31;2018-12-20;2020-12-18;321000000;325000000;316000000;210000000;90000000;471000000;-65000000;-83000000;40000000;579000000;1087000000;-176000000;;-516000000;-705000000;-191000000;-210000000;-366000000;-797000000;-432000000
A;45846;USD;2019;FY;2019-10-31;2019-12-19;2021-12-17;314000000;318000000;1071000000;238000000;-152000000;-136000000;-106000000;-36000000;29000000;-23000000;1021000000;-155000000;;-1408000000;-1590000000;-206000000;600000000;-669000000;-299000000;-866000000
A;45846;USD;2020;FY;2020-10-31;2020-12-18;2021-12-17;309000000;312000000;719000000;308000000;220000000;-326000000;-107000000;-68000000;2000000;-153000000;921000000;-118000000;;;-147000000;-222000000;-45000000;-409000000;-717000000;59000000
A21;1333027;USD;2019;FY;2019-12-31;2020-03-09;2022-04-19;;;-2417874000;116391000;672729000;-153561000;;;;;-1793710000;-951253000;-98000000;-560000000;-2574836000;;401357000;5156924000;5655690000;1340866000
A21;1333027;USD;2020;FY;2020-12-31;2021-03-10;2022-04-19;;;-166030000;320996000;-83148000;3067838000;;;;;3139804000;-674652000;-65000000;-35448000;-18737725000;;3685057000;21025640000;24710697000;8736130000
AA;367153;USD;2016;FY;2016-12-31;2017-02-03;2019-02-26;183000000;183000000;-346000000;718000000;168000000;-851000000;;;;;-311000000;-404000000;143000000;112000000;-415000000;;1190000000;10000000;1015000000;302000000
AA;367153;USD;2017;FY;2017-12-31;2018-02-26;2019-02-26;184000000;187000000;559000000;752000000;439000000;-526000000;;;;;1224000000;-405000000;-66000000;245000000;-473000000;;-32000000;43000000;-259000000;506000000
AA;367153;USD;2018;FY;2018-12-31;2019-02-26;2021-02-25;186000000;189000000;893000000;733000000;-356000000;-822000000;;;;;448000000;-399000000;-7000000;1000000;-405000000;;425000000;-27000000;-288000000;-249000000
AA;367153;USD;2019;FY;2019-12-31;2020-02-21;2022-02-24;185000000;185000000;-853000000;713000000;1091000000;-265000000;;;;;686000000;-379000000;-112000000;23000000;-468000000;;-7000000;2000000;-444000000;-233000000
AA;367153;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;186000000;186000000;-14000000;653000000;-221000000;-24000000;;;;;394000000;-353000000;-12000000;198000000;-167000000;;738000000;1000000;514000000;727000000
AAC_delist;939324;USD;2016;FY;2016-12-31;2017-03-07;2019-04-15;22718117;22718117;-26370000;17686000;48590000;-39763000;;;;;143000;-37304000;;-18825000;-56454000;;-7405000;;41525000;-14786000
AAL;68568;USD;2016;FY;2016-12-31;2017-02-22;2017-02-22;552308000;556099000;2676000000;1818000000;1776000000;254000000;;;;;6524000000;-5608000000;;;-5698000000;-224000000;7701000000;-4500000000;-894000000;-68000000
AAL;68568;USD;2017;FY;2017-12-31;2018-02-21;2019-02-25;489164000;491692000;1282000000;2017000000;2166000000;-721000000;;;;;4744000000;-5024000000;;-203000000;-3636000000;-198000000;3058000000;-1615000000;-1145000000;-37000000
AAL;68568;USD;2018;FY;2018-12-31;2019-02-25;2021-02-17;464236000;465660000;1412000000;2159000000;528000000;-566000000;;;;;3533000000;-2538000000;;;-1973000000;-186000000;2354000000;-837000000;-1672000000;-112000000
AAL;68568;USD;2019;FY;2019-12-31;2020-02-19;2022-02-22;443363000;444269000;1686000000;2318000000;678000000;-867000000;;;;;3815000000;-4062000000;;;-2243000000;-178000000;-230000000;-1097000000;-1568000000;4000000
AAL;68568;USD;2020;FY;2020-12-31;2021-02-17;2022-02-22;483888000;483888000;-8885000000;2370000000;-1245000000;1217000000;;;;;-6543000000;-1690000000;;;-4342000000;-43000000;8245000000;2797000000;10994000000;109000000
AAMC;847094;USD;2016;FY;2016-12-31;2017-03-01;2018-03-01;1752302;1752302;-4935000;0;9585000;-4842000;;;;;-192000;0;-15588000;0;-152856000;;0;-10907000;-11478000;-164526000
AAMC;847094;USD;2017;FY;2017-12-31;2018-03-01;2018-03-01;1570428;1570428;-6969000;302000;6986000;46000;;;;;365000;-1216000;0;0;-1841000;;0;-5194000;-5759000;-7235000
AAMC;847094;USD;2018;FY;2018-12-31;2019-04-30;2019-04-30;1611424;1611424;-10876000;436000;9550000;-1536000;;;;;-2426000;-148000;612000;;-107000;;0;-3624000;-3645000;-6178000
AAMC;847094;USD;2019;FY;2019-12-31;2020-04-29;2021-03-03;1589952;1589952;-10557000;322000;-3349000;-1343000;;;;;-6744000;-163000;;;-186000;;;;-244000;-7206000
AAN;441241;USD;2016;FY;2016-12-31;2017-02-24;2017-02-24;72354000;73013000;139283000;1386673000;165482000;-1225994000;;;;;465444000;-38060000;;26137000;-20081000;-7420000;-109679000;-33975000;-151871000;293619000
AAN;441241;USD;2017;FY;2017-12-31;2018-03-01;2018-03-01;70837000;72121000;292536000;1531203000;192561000;-1857165000;;;;;159135000;-45268000;;-144417000;-205337000;-7962000;-135035000;-59093000;-211397000;-257524000
AAN;441241;USD;2018;FY;2018-12-31;2019-02-14;2021-02-23;69128000;70597000;50653000;573969000;-492129000;54043000;;;;;186536000;-60110000;3066000;-188959000;-246003000;;55917000;;37869000;-21754000
AAN;441241;USD;2019;FY;2019-12-31;2020-04-27;2022-02-24;67322000;68631000;28099000;601964000;266657000;-710743000;;;;;185977000;-65927000;1212000;-11472000;-76187000;;-84531000;;-73143000;36767000
AAN;441241;USD;2020;FY;2020-12-31;2021-01-26;2022-02-24;33877000;33877000;-265912000;571260000;552665000;-502244000;;;;;355769000;-60607000;;-14434000;-75041000;;-342335000;;-253411000;27350000
AAOI;671827;USD;2016;FY;2016-12-31;2017-03-09;2018-02-28;17201731;17712928;31234000;14188000;-4697000;16379000;;;;;57104000;-49975000;;;-41535000;;-26441000;28096000;1655000;19171000
AAOI;671827;USD;2017;FY;2017-12-31;2018-02-28;2018-02-28;19097355;20139105;73951000;20381000;9974000;-20022000;;;;;84284000;-67296000;;;-70159000;;5933000;23032000;18244000;31984000
AAOI;671827;USD;2018;FY;2018-12-31;2019-02-26;2021-02-25;19647000;19647000;-2146000;29698000;8823000;-22346000;;;;;14029000;-77224000;;;-76514000;;38820000;120000;34803000;-25944000
AAOI;671827;USD;2019;FY;2019-12-31;2020-02-28;2022-02-24;19982363;19982363;-66049000;24014000;33806000;6475000;;;;;-1754000;-29428000;;;-32116000;;43481000;14000;42596000;9024000
AAOI;671827;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;21866630;21866630;-58452000;24733000;24119000;-34409000;;;;;-44009000;-16068000;;;-19347000;;9322000;39216000;47441000;-16914000
AAON;919501;USD;2016;FY;2016-12-31;2017-02-23;2019-02-28;52924398;53449754;53376000;13035000;5961000;-8449000;;;;;63923000;-26576000;9599000;;-16925000;-12676000;0;-17254000;-30753000;16245000
AAON;919501;USD;2017;FY;2017-12-31;2018-02-27;2020-02-27;52572496;53078734;53830000;15007000;6015000;-16858000;;;;;57994000;-41703000;10591000;;-31052000;-13663000;;-14361000;-29638000;-2696000
AAON;919501;USD;2018;FY;2018-12-31;2019-02-28;2021-02-25;52284616;52667939;42329000;17655000;10858000;-15986000;;;;;54856000;-37255000;-1136000;-6377000;-34635000;-16728000;;-21859000;-39684000;-19463000
AAON;919501;USD;2019;FY;2019-12-31;2020-02-27;2022-02-28;52079865;52635415;53711000;22766000;19674000;1774000;;;;;97925000;-37097000;0;;-37046000;-16645000;6614000;-6961000;-18500000;42379000
AAON;919501;USD;2020;FY;2020-12-31;2021-02-25;2022-02-28;52168679;53061169;79009000;25634000;19159000;5012000;;;;;128814000;-67742000;;;-61273000;-19815000;;-8642000;-29626000;37915000
AAP;184955;USD;2016;FY;2016-12-31;2017-02-28;2019-02-19;73562000;73856000;459622000;258387000;44625000;-239331000;;;;;523303000;-257347000;;;-262044000;-17738000;-165573000;-13861000;-217120000;44396000
AAP;184955;USD;2017;FY;2017-12-31;2018-02-21;2020-02-18;73846000;74110000;475505000;249260000;-95767000;-28193000;;;;;600805000;-178659000;;;-178639000;-17854000;14004000;-2422000;-14872000;411759000
AAP;184955;USD;2018;FY;2018-12-31;2019-02-19;2021-02-22;73728000;73991000;423847000;238184000;61867000;87130000;;;;;811028000;-191827000;;;-191827000;-17819000;32014000;-278154000;-263915000;349590000
AAP;184955;USD;2019;FY;2019-12-31;2020-02-18;2022-02-15;70869000;71165000;486896000;238371000;79694000;61948000;;;;;866909000;-462939000;;;-462939000;-17185000;-369386000;-495101000;-882153000;-477862000
AAP;184955;USD;2020;FY;2020-12-31;2021-02-22;2021-02-22;68748000;69003000;493021000;250081000;107623000;118963000;;;;;969688000;-266897000;;;-266897000;-56347000;244524000;-466421000;-285997000;416327000
AAPL;111052;USD;2016;FY;2016-09-30;2016-10-26;2018-11-05;21883280000;22001124000;45687000000;10505000000;9148000000;891000000;;;;;66231000000;-12734000000;-32022000000;-297000000;-45977000000;-12150000000;22057000000;-29227000000;-20890000000;-636000000
AAPL;111052;USD;2017;FY;2017-09-30;2017-11-03;2019-10-31;20868968000;21006768000;48351000000;10157000000;10806000000;-5089000000;;;;;64225000000;-12451000000;-33542000000;-329000000;-46446000000;-12769000000;29014000000;-32345000000;-17974000000;-195000000
AAPL;111052;USD;2018;FY;2018-09-30;2018-11-05;2020-10-30;19821508000;20000436000;59531000000;10903000000;-27250000000;34250000000;;;;;77434000000;-13313000000;30845000000;-721000000;16066000000;-13712000000;432000000;-72069000000;-87876000000;5624000000
AAPL;111052;USD;2019;FY;2019-09-30;2019-10-31;2021-10-29;18471336000;18595652000;55256000000;12547000000;5076000000;-3488000000;;;;;69391000000;-10495000000;58093000000;-624000000;45896000000;-14119000000;-7819000000;-66116000000;-90976000000;24311000000
AAPL;111052;USD;2020;FY;2020-09-30;2020-10-30;2021-10-29;17352119000;17528214000;57411000000;11056000000;6517000000;5690000000;;;;;80674000000;-7309000000;5335000000;-1524000000;-4289000000;-14081000000;2499000000;-71478000000;-86820000000;-10435000000
AAWW;762204;USD;2016;FY;2016-12-31;2017-02-23;2019-02-19;24843000;25120000;41516000;168721000;92485000;-70540000;;;;;232182000;-46717000;11714000;-105392000;-457388000;;-75661000;-11275000;-75475000;-300681000
AAWW;762204;USD;2017;FY;2017-12-31;2018-02-22;2019-02-19;25241000;25854000;223473000;197463000;-47210000;-42007000;;;;;331719000;-87555000;4462000;0;-541557000;;451623000;-10613000;363452000;153614000
AAWW;762204;USD;2018;FY;2018-12-31;2019-02-19;2021-02-18;25542000;28281000;270567000;265553000;-51731000;-58809000;;;;;425580000;-114415000;13604000;;-701262000;;210841000;;216559000;-59123000
AAWW;762204;USD;2019;FY;2019-12-31;2020-04-28;2022-02-17;25828000;25828000;-293113000;316821000;413810000;-137174000;;;;;300344000;-123254000;15624000;-2028000;-285761000;;-128682000;;-133894000;-119311000
AAWW;762204;USD;2020;FY;2020-12-31;2021-02-18;2022-02-17;26408000;26690000;360286000;328101000;236207000;84948000;;;;;1009542000;47402000;881000;-9298000;-145288000;;-112016000;;-121403000;742851000
ABAX;36105;USD;2016;FY;2017-03-31;2017-07-28;2018-05-30;22515000;22797000;32716000;7340000;4969000;-11873000;;;;;33152000;-10171000;-1948000;-3784000;-15903000;-11715000;;0;-13619000;3009000
ABAX;36105;USD;2017;FY;2018-03-31;2018-07-30;2018-07-30;22672000;23135000;27177000;8006000;15042000;-6709000;;;;;43516000;-6046000;-66141000;-1250000;-73437000;-13611000;;0;-16201000;-45055000
ABBV;61199;USD;2016;FY;2016-12-31;2017-02-17;2018-02-16;1622000000;1631000000;5953000000;1189000000;1588000000;-1689000000;;;;;7041000000;-479000000;-2956000000;-2495000000;-6074000000;-3717000000;5588000000;-5765000000;-3928000000;-3299000000
ABBV;61199;USD;2017;FY;2017-12-31;2018-02-16;2019-02-27;1596000000;1603000000;5309000000;1501000000;3141000000;9000000;;;;;9960000000;-529000000;563000000;;-274000000;-4107000000;-2000000;-1156000000;-5512000000;4203000000
ABBV;61199;USD;2018;FY;2018-12-31;2019-02-27;2021-02-19;1541000000;1546000000;5687000000;1765000000;5584000000;391000000;;;;;13427000000;-638000000;368000000;-736000000;-1006000000;-5580000000;3229000000;-11941000000;-14396000000;-2014000000
ABBV;61199;USD;2019;FY;2019-12-31;2020-02-21;2022-02-18;1481000000;1484000000;7882000000;2017000000;4876000000;-1451000000;;;;;13324000000;-552000000;2116000000;-1135000000;596000000;-6366000000;26247000000;-621000000;18708000000;32635000000
ABBV;61199;USD;2020;FY;2020-12-31;2021-02-19;2022-02-18;1667000000;1673000000;4622000000;6471000000;6389000000;106000000;;;;;17588000000;-798000000;1464000000;-39610000000;-37557000000;-7716000000;-2683000000;-769000000;-11501000000;-31475000000
ABC;187024;USD;2016;FY;2016-09-30;2016-11-22;2018-11-20;212206000;225959000;1427929000;392166000;330197000;1028205000;;;;;3178497000;-464616000;59746000;-2750390000;-3169179000;-288477000;713214000;168903000;565072000;574390000
ABC;187024;USD;2017;FY;2017-09-30;2017-11-21;2018-11-20;218375000;221602000;364484000;432331000;240171000;467152000;;;;;1504138000;-466397000;26143000;-60901000;-498041000;-320270000;-749553000;-227006000;-1312814000;-306717000
ABC;187024;USD;2018;FY;2018-09-30;2018-11-20;2020-11-19;217872000;220336000;1615892000;510109000;-490950000;-202089000;;;;;1432962000;-328311000;;-785299000;-1132688000;-333041000;635695000;-500779000;-242873000;57401000
ABC;187024;USD;2019;FY;2019-09-30;2019-11-19;2021-11-23;210165000;211840000;854135000;497512000;623178000;369198000;;;;;2344023000;-308927000;;-63951000;-375832000;-338974000;-133073000;-597797000;-1086513000;881678000
ABC;187024;USD;2020;FY;2020-09-30;2020-11-19;2021-11-23;204783000;204783000;-3399558000;408013000;-1070443000;6269028000;;;;;2207040000;-333313000;;-56080000;-379871000;-343578000;-32006000;-260916000;-603617000;1223552000
ABCD;358762;USD;2016;FY;2016-12-31;2017-03-14;2017-03-14;45861000;47217000;10430000;21548000;3818000;8683000;;;;;44479000;-20054000;;0;-20054000;;-28850000;710000;-28140000;-3715000
ABCD;358762;USD;2017;FY;2017-12-31;2018-03-07;2018-03-07;46416000;47594000;45055000;20765000;-23264000;6647000;;;;;49203000;-18160000;;-1044000;-19204000;;-27650000;1214000;-26436000;3563000
ABCL;1250893;USD;2019;FY;2019-12-31;2020-03-29;2022-02-25;152091589;226039616;-2211000;1604000;1327000;1974000;;;;;2694000;-3997000;;;-5780000;;181000;14000;195000;-2891000
ABCL;1250893;USD;2020;FY;2020-12-31;2021-02-10;2022-02-25;152413300;237723530;118918000;4836000;15637000;-116701000;;;;;22690000;-14673000;;-87643000;-119780000;;85151000;598502000;683653000;586563000
ABEO;953884;USD;2018;FY;2018-12-31;2019-03-18;2020-03-16;47528248;47528248;-56671000;2360000;8240000;6960000;;;;;-39111000;-9243000;;-10251000;-85086000;;3233000;2244000;5477000;-118720000
ABEO;953884;USD;2019;FY;2019-12-31;2020-03-16;2021-03-24;50354596;50354596;-76282000;7819000;9196000;-3553000;;;;;-62820000;-6309000;;-199000;59976000;;;113902000;113902000;111058000
ABEO;953884;USD;2020;FY;2020-12-31;2021-03-24;2022-03-31;92663574;92663574;-84234000;4586000;42995000;1634000;;;;;-35019000;-1336000;;;-83714000;;1758000;178000;1936000;-116797000
